pickup_datetime,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,weekend,hour_of_the_day,dist_km
2010-04-17T19:55:14Z,16.1,-73.996671,40.723498,-73.979331,40.783522,2,1,19,6.8399658035584965
2010-04-24T14:57:22Z,7.7,-73.962135,40.779232,-73.971829,40.76574,1,1,14,1.7098670075381242
2010-04-23T15:40:26Z,4.9,-73.97678,40.77524,-73.979925,40.780864,1,0,15,0.6798795589015287
2010-04-23T20:14:02Z,4.1,-73.984541,40.748735,-73.987262,40.73978,1,0,20,1.02293985961011
2010-04-13T16:38:19Z,6.9,-73.979459,40.75581,-74.001917,40.739549,1,0,16,2.6199034594052395
2010-04-13T20:54:41Z,9.7,-73.999314,40.744113,-73.982069,40.770611,1,0,20,3.2886945461833252
2010-04-20T09:10:21Z,13.3,-73.973031,40.748135,-73.96177,40.779181,2,0,9,3.584074691021799
2010-04-15T14:40:44Z,3.7,-73.993637,40.756989,-73.999668,40.755534,1,0,14,0.5337268341821138
2010-04-17T18:48:16Z,6.1,-73.976212,40.765746,-73.979481,40.780247,1,1,18,1.6375990483561427
2010-04-16T20:28:05Z,6.5,-73.984271,40.770131,-73.998061,40.761426,2,0,20,1.5135410798376532
2010-04-14T13:04:11Z,4.5,-73.99868,40.722984,-73.99156,40.72375,1,0,13,0.6067046513179822
2010-04-14T20:16:05Z,4.5,-73.937953,40.796923,-73.943103,40.785992,1,0,20,1.29192571708903
2010-04-15T17:18:44Z,33.3,-73.930511,40.752836,-73.790792,40.694239,1,0,17,13.471931538517671
2010-04-21T03:35:57Z,11.7,-73.987717,40.721095,-73.984841,40.76469,2,0,3,4.859031404580324
2010-04-22T22:57:07Z,3.7,-74.000266,40.737743,-74.006746,40.730845,1,0,22,0.9425565026277472
2010-04-19T12:10:12Z,8.5,-73.991836,40.734976,-74.010198,40.731259,1,0,12,1.603208592738854
2010-04-11T19:04:23Z,9.3,-74.001371,40.720085,-73.987489,40.744965,2,1,19,3.0070064073644414
2010-04-19T20:51:32Z,12.5,-74.00285,40.733709,-74.000175,40.682693,1,0,20,5.683559458658727
2010-04-15T13:21:29Z,13.7,-73.965789,40.765623,-73.99899,40.726683,1,0,13,5.160490576624371
2010-04-15T13:40:17Z,11.3,-73.987106,40.776084,-73.989996,40.738073,1,0,13,4.238376733209444
2010-04-23T12:30:03Z,6.1,-73.956767,40.785878,-73.96216,40.770349,1,0,12,1.787457682653348
2010-04-15T00:03:38Z,6.9,-74.007622,40.740098,-74.003264,40.724011,2,0,0,1.8281397203526113
2010-04-16T17:38:21Z,11.7,-73.984292,40.747586,-73.955966,40.776106,1,0,17,3.972882956015835
2010-04-16T22:37:42Z,14.5,-73.974619,40.783168,-73.983574,40.750014,1,0,22,3.7671201973552093
2010-04-11T18:52:59Z,10.5,-73.983992,40.769164,-73.98857,40.74464,3,1,18,2.7571570972004915
2010-04-20T16:37:00Z,6.1,-73.994325,40.744275,-73.978852,40.752045,1,0,16,1.5655382409479943
2010-04-14T08:44:57Z,6.9,-73.978455,40.777391,-73.979461,40.761358,1,0,8,1.7867994170397623
2010-04-15T16:11:42Z,8.9,-73.986518,40.770095,-74.006983,40.751423,1,0,16,2.7014797759818
2010-04-16T22:05:22Z,6.5,-73.986833,40.740406,-74.004442,40.740551,1,0,22,1.4852980811528222
2010-04-23T02:04:23Z,13.3,-73.984724,40.728431,-73.950213,40.784044,1,0,2,6.8406738193397825
2010-04-23T17:22:44Z,25.47,-73.947504,40.776224,-73.864947,40.770442,1,0,17,6.989431871633564
2010-04-12T07:53:29Z,6.1,-73.977592,40.774375,-73.972994,40.761635,1,0,7,1.47023632305802
2010-04-22T04:21:00Z,4.5,-73.985887,40.754103,-73.991157,40.747998,1,0,4,0.8120184161775171
2010-04-19T07:30:00Z,5.3,-73.967452,40.769155,-73.95447,40.786823,1,0,7,2.2507421488563217
2010-04-17T21:14:55Z,5.3,-73.970208,40.751519,-73.983533,40.734438,1,1,21,2.2087371614441142
2010-04-16T22:01:43Z,6.9,-73.952313,40.792688,-73.972515,40.764688,2,0,22,3.5518076135321066
2010-04-16T20:07:04Z,7.3,-73.989926,40.75346,-74.006183,40.734855,1,0,20,2.483821926249831
2010-04-14T13:28:25Z,7.3,-73.992596,40.748737,-74.003801,40.720758,1,0,13,3.2548577752636243
2010-04-17T09:39:20Z,4.1,-73.98183,40.736703,-73.99069,40.740354,1,1,9,0.8506778412627128
2010-04-19T06:58:38Z,16.1,-73.952687,40.792119,-74.010115,40.714708,1,0,6,9.884889392575317
2010-04-22T09:38:21Z,4.5,-73.988552,40.731426,-73.983257,40.739206,1,0,9,0.9744499429772479
2010-04-23T12:57:53Z,4.9,-73.946946,40.775791,-73.954964,40.783169,1,0,12,1.0636549003485467
2010-04-12T08:57:35Z,7.7,-73.97397,40.73823,-73.982378,40.747635,1,0,8,1.2645155980563012
2010-04-20T19:47:28Z,6.5,-73.962215,40.764135,-73.977032,40.746147,1,0,19,2.3602506965163705
2010-04-12T20:58:41Z,5.3,-73.953661,40.790733,-73.972556,40.785881,1,0,20,1.681631332751767
2010-04-24T23:47:28Z,7.3,-73.988921,40.758586,-74.004236,40.742353,2,1,23,2.2211440746586164
2010-04-11T18:24:52Z,6.5,-73.980392,40.765207,-73.977402,40.75384,2,1,18,1.2902403676334693
2010-04-18T17:09:57Z,6.1,-73.973793,40.77935,-73.97775,40.764035,3,1,17,1.7371886253459776
2010-04-20T05:37:19Z,6.1,-73.953335,40.767437,-73.971176,40.757646,1,0,5,1.8576330476411491
2010-04-18T07:59:06Z,4.1,-73.994256,40.751217,-73.986753,40.757666,1,1,7,0.9569155480214325
2010-04-16T22:18:15Z,28.1,-73.984773,40.770146,-73.977266,40.669067,4,0,22,11.269874524655961
2010-04-17T18:30:38Z,6.1,-73.997926,40.745965,-73.988852,40.758356,1,1,18,1.5773923711714823
2010-04-17T07:01:50Z,16.5,-74.007646,40.704816,-73.99732,40.760478,1,1,7,6.257188753467795
2010-04-13T11:04:22Z,7.3,-73.974915,40.74608,-73.982679,40.757284,1,0,11,1.4086322207822695
2010-04-11T22:33:21Z,15.3,-73.98803,40.720845,-73.983889,40.779631,2,1,22,6.553338781607523
2010-04-12T13:18:06Z,4.5,-73.957629,40.780455,-73.9498,40.784301,1,0,13,0.786627474729931
2010-04-12T11:50:30Z,7.3,-73.977989,40.773666,-73.95826,40.782012,1,0,11,1.9050000064762016
2010-04-20T23:25:37Z,4.9,-73.966892,40.76977,-73.957738,40.782965,1,0,23,1.65922303438687
2010-04-13T12:15:06Z,7.3,-73.988927,40.736775,-73.995085,40.752925,1,0,12,1.8713229895892172
2010-04-11T18:50:27Z,5.3,-73.990266,40.743701,-73.981018,40.757028,1,1,18,1.6760585757902868
2010-04-20T19:23:37Z,6.1,-74.00855,40.726052,-74.013029,40.718378,1,0,19,0.9341108432162162
2010-04-22T21:15:45Z,20.1,-73.968215,40.762328,-73.99841,40.693751,1,0,21,8.047714810257165
2010-04-21T13:35:16Z,6.5,-73.942002,40.787164,-73.95478,40.788305,1,0,13,1.0844433760823027
2010-04-21T23:39:00Z,5.3,-73.978497,40.764817,-73.963213,40.76331,1,0,23,1.299527418766689
2010-04-22T13:01:49Z,9.7,-73.997698,40.761294,-73.996852,40.73249,1,0,13,3.2072403116461285
2010-04-24T17:14:18Z,8.5,-73.984227,40.759194,-73.990882,40.734718,1,1,17,2.781861784112127
2010-04-12T14:55:23Z,8.5,-73.954111,40.764328,-73.96045,40.778621,1,0,14,1.6784385003340987
2010-04-17T00:57:30Z,14.1,-73.990081,40.732747,-73.965362,40.771772,1,1,0,4.818474340723912
2010-04-14T23:06:10Z,23.3,-73.950886,40.72401,-73.977678,40.783887,2,0,23,7.037964151163176
2010-04-13T20:02:38Z,11.3,-73.973241,40.764046,-73.968454,40.76761,4,0,20,0.5659484769869366
2010-04-17T00:59:15Z,12.1,-73.987793,40.720978,-74.007668,40.732189,3,1,0,2.0901624036031556
2010-04-19T17:04:15Z,3.3,-74.00068,40.746899,-74.005204,40.74028,1,0,17,0.8297543815441472
2010-04-14T18:24:26Z,18.5,-73.954574,40.765582,-74.015692,40.711274,2,0,18,7.945025552850657
2010-04-19T15:15:53Z,4.9,-73.981871,40.764047,-73.983955,40.774882,1,0,15,1.2188760692586413
2010-04-24T19:57:09Z,21.3,-73.985903,40.762545,-74.002734,40.719488,4,1,19,4.998885177766846
2010-04-20T23:07:39Z,4.5,-73.986415,40.760023,-73.981443,40.767782,1,0,23,0.9600847724153068
2010-04-14T13:44:36Z,45,-73.998592,40.72962,-73.789772,40.646953,1,0,13,19.884110773086874
2010-04-24T04:25:00Z,4.9,-73.985848,40.66979,-73.998882,40.661978,1,1,4,1.4026779223850332
2010-04-20T21:10:55Z,4.5,-73.982291,40.731636,-73.980099,40.743148,1,0,21,1.2947788318576026
2010-04-24T14:32:07Z,16.5,-73.987359,40.757756,-73.996426,40.71906,4,1,14,4.374980401049789
2010-04-23T09:19:14Z,9.3,-74.006318,40.744692,-73.980923,40.754899,1,0,9,2.424362993909306
2010-04-23T23:10:37Z,7.7,-73.966181,40.764962,-73.971826,40.78467,1,0,23,2.2449022976777595
2010-04-14T15:19:27Z,6.5,-73.942853,40.793998,-73.943012,40.794122,1,0,15,0.019237881058641076
2010-04-17T11:29:52Z,8.1,-73.958933,40.76809,-73.974762,40.74199,1,1,11,3.19737827283636
2010-04-24T02:15:25Z,7.3,-73.991938,40.722019,-73.963725,40.710377,1,1,2,2.710380222944848
2010-04-21T20:25:52Z,6.5,-73.980586,40.726084,-73.990286,40.714347,1,0,20,1.5417015334839004
2010-04-16T08:33:46Z,8.1,-73.959633,40.813904,-73.94026,40.839679,1,0,8,3.300856590497996
2010-04-16T13:14:51Z,16.5,-73.972906,40.756191,-74.016707,40.704764,1,0,13,6.813657316368754
2010-04-13T00:52:20Z,11.3,-73.999628,40.728477,-74.000263,40.682286,1,0,0,5.142237816059971
2010-04-18T01:40:41Z,8.9,-73.988005,40.718628,-73.995717,40.735247,1,1,1,1.9610810207390876
2010-04-17T12:40:20Z,6.5,-73.953412,40.777694,-73.968701,40.764479,1,1,12,1.9558786399983266
2010-04-17T12:37:22Z,8.1,-73.988859,40.736746,-73.997268,40.753895,2,1,12,2.0364940153231923
2010-04-14T17:12:22Z,8.1,-73.953602,40.775407,-73.979572,40.786137,2,0,17,2.4937539441874743
2010-04-18T00:30:01Z,12.9,-73.999114,40.760713,-73.99797,40.719529,1,1,0,4.5855971878235415
2010-04-13T19:49:05Z,9.3,-73.995607,40.730004,-73.994549,40.760847,1,0,19,3.434586317942193
2010-04-11T16:18:20Z,6.1,-73.983405,40.75544,-73.970206,40.754815,2,1,16,1.1151813604330527
2010-04-18T00:03:43Z,6.1,-74.003768,40.725598,-73.995423,40.743936,1,1,0,2.1593304719791737
2010-04-17T04:17:01Z,16.9,-73.985488,40.744421,-73.930268,40.703804,1,1,4,6.492017649185029
2010-04-13T22:34:48Z,17.3,-73.974598,40.786721,-74.01693,40.710789,1,0,22,9.175686096514935
2010-04-16T10:55:25Z,5.7,-73.994304,40.745502,-73.984363,40.739279,1,0,10,1.0875975204383883
2010-04-13T10:00:03Z,45,-73.986556,40.722168,-73.790443,40.646707,1,0,10,18.564144333221307
2010-04-15T17:50:36Z,10.1,-73.959262,40.771616,-73.983201,40.777568,1,0,17,2.124056016279751
2010-04-14T08:08:01Z,11.7,-73.962437,40.763345,-74.005487,40.751165,1,0,8,3.8750365795198154
2010-04-18T05:43:39Z,9.7,-73.985487,40.739819,-73.987714,40.710649,1,1,5,3.2526201154404806
2010-04-24T00:07:48Z,8.9,-74.003513,40.726937,-73.979049,40.762206,1,1,0,4.435258369366263
2010-04-12T11:49:39Z,14.1,-73.966989,40.73971,-73.971173,40.744492,1,0,11,0.6386732435495712
2010-04-23T06:10:56Z,49.57,-73.789188,40.641833,-73.951056,40.774574,4,0,6,20.122693522134142
2010-04-16T06:36:34Z,13.3,-73.990379,40.714498,-73.997536,40.761137,1,0,6,5.226807519545132
2010-04-18T14:53:04Z,6.1,-73.993612,40.691833,-73.984651,40.679597,1,1,14,1.558047646478782
2010-04-21T06:57:48Z,6.1,-73.991409,40.770735,-73.979833,40.755302,1,0,6,1.9758904524603074
2010-04-20T19:41:58Z,12.5,-73.970715,40.764778,-74.004675,40.740739,1,0,19,3.9194773901557975
2010-04-17T08:01:48Z,19.7,-73.969105,40.798398,-74.010924,40.709023,1,1,8,10.555670183301006
2010-04-12T21:35:07Z,6.9,-73.9704,40.75869,-73.985145,40.736436,1,0,21,2.771889213483134
2010-04-17T15:01:16Z,16.1,-73.945739,40.780145,-73.995129,40.759979,1,1,15,4.730475618160246
2010-04-13T08:45:30Z,6.5,-73.960355,40.761475,-73.95321,40.77157,1,0,8,1.2750474782331667
2010-04-12T19:03:32Z,6.9,-73.980102,40.789868,-73.965529,40.809233,1,0,19,2.4809591632922934
2010-04-25T00:51:47Z,39.3,-73.990726,40.756707,-73.883248,40.669491,2,1,0,13.285529980388434
2010-04-14T14:34:20Z,18.1,-74.008653,40.72045,-73.955228,40.765622,1,0,14,6.751973339728744
2010-04-16T08:22:53Z,4.9,-73.976702,40.755917,-73.978869,40.762146,1,0,8,0.7170798755603144
2010-04-15T20:33:06Z,5.7,-73.985945,40.722754,-74.001509,40.726288,1,0,20,1.370709892237444
2010-04-21T17:41:24Z,10.5,-73.985898,40.759814,-73.954439,40.769949,1,0,17,2.882378472577135
2010-04-19T10:49:26Z,6.1,-73.97345,40.763476,-73.98564,40.755274,1,0,10,1.3748239100465245
2010-04-24T20:28:34Z,6.5,-73.958314,40.764621,-73.950289,40.785646,1,1,20,2.4363015189167343
2010-04-23T20:09:00Z,14.1,-73.982228,40.778233,-74.009045,40.719368,5,0,20,6.932110064291026
2010-04-22T18:06:45Z,14.1,-73.974369,40.750324,-73.987221,40.765469,4,0,18,2.0041917010036383
2010-04-14T22:28:44Z,23.7,-73.97792,40.746199,-73.905628,40.823531,1,0,22,10.546835046296284
2010-04-23T16:52:59Z,8.1,-73.989319,40.747533,-73.975439,40.747811,1,0,16,1.17097465116424
2010-04-20T11:39:57Z,14.1,-73.981323,40.733,-74.013615,40.702388,1,0,11,4.362997605591644
2010-04-16T01:32:38Z,3.7,-74.007629,40.740803,-74.006866,40.743975,3,0,1,0.3589215565680303
2010-04-17T14:46:42Z,14.9,-74.010488,40.70964,-73.976989,40.75177,2,1,14,5.475444264484386
2010-04-23T19:11:33Z,4.9,-73.995663,40.728251,-73.997554,40.738587,1,0,19,1.1616024008830754
2010-04-19T14:21:46Z,8.1,-73.965147,40.755078,-73.972466,40.764926,1,0,14,1.2580414833609646
2010-04-24T22:50:30Z,5.3,-73.993985,40.724737,-73.998341,40.735118,1,1,22,1.2126235304581658
2010-04-11T15:29:49Z,6.1,-73.981737,40.778334,-73.966971,40.800114,1,1,15,2.7252864966298507
2010-04-22T14:32:51Z,4.5,-73.993761,40.728095,-73.982673,40.723106,1,0,14,1.0878591022126847
2010-04-13T01:46:53Z,3.7,-73.97855,40.745222,-73.977045,40.751929,1,0,1,0.757331074736475
2010-04-16T00:37:22Z,12.1,-73.988729,40.722329,-73.950569,40.721633,1,0,0,3.2203872649227074
2010-04-24T03:15:30Z,24.1,-74.011505,40.704045,-73.907844,40.770846,2,1,3,11.47814147842554
2010-04-21T06:31:34Z,8.9,-73.978666,40.736766,-73.965259,40.772803,1,0,6,4.167883401806474
2010-04-11T15:41:27Z,7.7,-73.999583,40.749015,-73.989429,40.730285,3,1,15,2.2540562099636934
2010-04-19T19:21:43Z,8.1,-73.974795,40.744646,-73.954674,40.768227,1,0,19,3.125613729871473
2010-04-11T22:07:49Z,6.1,-73.979038,40.752717,-73.980812,40.764272,1,1,22,1.2949652644204395
2010-04-16T10:25:41Z,4.9,-73.97193,40.750268,-73.979963,40.739345,1,0,10,1.3919444559735792
2010-04-16T12:50:53Z,11.7,-73.97891,40.736303,-73.980596,40.762925,1,0,12,2.966956356523734
2010-04-23T15:19:37Z,7.3,-73.982639,40.755949,-73.989833,40.73907,1,0,15,1.974484325042273
2010-04-11T18:58:39Z,9.7,-73.96436,40.807629,-73.937419,40.815241,1,1,18,2.4228880360055896
2010-04-13T17:39:03Z,5.3,-73.937779,40.797138,-73.950182,40.799018,1,0,17,1.0659561019421657
2010-04-19T21:35:00Z,7.3,-73.982013,40.768065,-73.96482,40.792713,1,0,21,3.103028804111025
2010-04-15T19:08:35Z,8.1,-73.982335,40.770643,-73.968704,40.754542,1,0,19,2.1291891683269384
2010-04-19T22:00:11Z,5.3,-73.997032,40.737445,-73.980828,40.729858,1,0,22,1.606732484983852
2010-04-21T17:26:20Z,6.5,-73.984796,40.753062,-73.981287,40.769047,1,0,17,1.80387184578177
2010-04-19T10:38:41Z,7.3,-74.008419,40.738649,-73.993458,40.72435,1,0,10,2.0313621380648077
2010-04-16T16:54:46Z,6.1,-73.987112,40.733441,-74.005972,40.735857,1,0,16,1.6134376019279966
2010-04-21T16:08:13Z,8.9,-73.982444,40.764973,-74.006932,40.751352,3,0,16,2.561790357504423
2010-04-18T19:26:00Z,8.1,-73.993635,40.763283,-73.992527,40.749823,1,1,19,1.5012704487411086
2010-04-22T09:27:09Z,7.3,-73.97721,40.751919,-73.985998,40.75212,1,0,9,0.7414226004974329
2010-04-18T14:32:09Z,4.1,-73.96283,40.758273,-73.961599,40.76748,1,1,14,1.0301606060756128
2010-04-19T03:23:00Z,13.3,-73.970516,40.784894,-74.006332,40.734418,1,0,3,6.379111367041265
2010-04-13T16:00:06Z,5.3,-73.949239,40.780931,-73.957507,40.773424,1,0,16,1.0881729439446428
2010-04-15T19:46:15Z,12.1,-73.973823,40.766308,-73.922873,40.7766,2,0,19,4.445488462402058
2010-04-16T19:24:40Z,22.9,-73.970811,40.758918,-73.973821,40.669023,1,0,19,10.01028801845095
2010-04-20T20:05:34Z,4.9,-73.9971,40.742182,-73.994729,40.737361,2,0,20,0.5727203320365775
2010-04-22T19:17:18Z,4.1,-73.983283,40.767961,-73.983058,40.760226,4,0,19,0.8612652144164005
2010-04-16T10:51:46Z,5.7,-73.990872,40.770061,-73.99266,40.758055,1,0,10,1.3449771859908404
2010-04-15T13:49:17Z,8.5,-73.987343,40.744441,-73.998595,40.723077,3,0,13,2.5606305107048914
2010-04-21T10:56:45Z,8.9,-73.990437,40.75596,-73.966814,40.753099,1,0,10,2.0173321257664054
2010-04-15T18:41:00Z,5.7,-73.983327,40.77109,-73.98708,40.761342,1,0,18,1.1303342621311911
2010-04-23T05:48:00Z,17.3,-73.972473,40.756065,-73.98706,40.695388,1,0,5,6.8657176623149105
2010-04-18T02:29:18Z,19.7,-73.953932,40.77489,-73.991629,40.692653,1,1,2,9.691112604592886
2010-04-19T21:52:05Z,6.5,-74.006677,40.731751,-73.992631,40.725322,1,0,21,1.3842651729714397
2010-04-19T13:03:05Z,9.3,-73.997474,40.741754,-74.017306,40.708701,1,0,13,4.041971316394787
2010-04-20T15:15:57Z,5.3,-73.952672,40.783189,-73.946997,40.780338,1,0,15,0.5740622265750698
2010-04-17T03:38:57Z,10.5,-73.988601,40.731441,-73.991225,40.762064,2,1,3,3.416112172636877
2010-04-22T07:12:15Z,4.1,-73.982698,40.782627,-73.974056,40.785545,1,0,7,0.7975664406502049
2010-04-24T07:31:24Z,12.5,-73.943431,40.789121,-73.938851,40.760711,1,1,7,3.1860671542670134
2010-04-17T08:55:31Z,5.7,-73.938307,40.796139,-73.950246,40.783062,1,1,8,1.7696462595889546
2010-04-11T04:38:23Z,4.1,-73.965481,40.754704,-73.963876,40.761375,2,1,4,0.7548436391747307
2010-04-22T07:21:46Z,3.3,-73.978084,40.752493,-73.982444,40.747667,1,0,7,0.6510044209544015
2010-04-12T00:13:05Z,6.9,-73.978649,40.77729,-73.953353,40.776815,1,0,0,2.1330432678752858
2010-04-23T08:15:54Z,5.7,-73.952393,40.772572,-73.963613,40.761085,1,0,8,1.5905936492045043
2010-04-15T01:44:58Z,4.5,-73.988148,40.74392,-73.977857,40.744346,2,0,1,0.8692291458094793
2010-04-20T20:20:43Z,5.3,-74.003129,40.727532,-73.987244,40.721334,1,0,20,1.5073077619772433
2010-04-22T10:16:06Z,12.9,-73.985708,40.768387,-74.008642,40.72007,1,0,10,5.715841823004779
2010-04-16T18:35:42Z,6.5,-73.98225,40.76805,-73.990424,40.773299,1,0,18,0.9034945445820468
2010-04-15T13:12:19Z,7.7,-73.993986,40.746353,-73.979097,40.76146,1,0,13,2.098692825825671
2010-04-21T19:12:41Z,5.3,-73.983339,40.766684,-73.989901,40.757213,1,0,19,1.1906669796736498
2010-04-23T07:27:45Z,4.9,-73.977788,40.751939,-73.985002,40.741502,1,0,7,1.3114973719703775
2010-04-15T23:40:49Z,16.5,-74.006483,40.738253,-73.963773,40.803116,1,0,23,8.068506980729966
2010-04-12T12:15:12Z,5.3,-73.98581,40.740728,-73.975417,40.755225,1,0,12,1.8364571145437112
2010-04-13T21:44:38Z,15.3,-74.00311,40.707714,-73.943505,40.684023,1,0,21,5.68005006607334
2010-04-12T21:50:00Z,6.1,-73.98154,40.780628,-73.963245,40.774232,1,0,21,1.6986357100917424
2010-04-22T11:31:40Z,6.9,-73.958753,40.775134,-73.97007,40.761508,1,0,11,1.7919669380040004
2010-04-14T08:04:01Z,9.7,-73.957533,40.785211,-73.983742,40.755341,1,0,8,3.992318435551088
2010-04-23T19:25:00Z,7.7,-73.981888,40.766922,-73.979208,40.746752,5,0,19,2.256657958123917
2010-04-11T16:24:38Z,6.1,-73.980996,40.741597,-73.987405,40.75047,1,1,16,1.1259582025075778
2010-04-18T02:01:36Z,9.3,-73.982655,40.763941,-73.98774,40.731727,1,1,2,3.611596734295902
2010-04-14T22:43:35Z,7.3,-73.978324,40.766473,-73.955038,40.785911,1,0,22,2.9215449568300924
